,rid,id,text,category_first,category_second,polarity,from,to
785,1726001,1726001:2,Also very inexpensive.,RESTAURANT,PRICES,positive,0,0
786,1726001,1726001:3,A great choice at any cost and a great deal.,RESTAURANT,GENERAL,positive,0,0
787,1726427,1726427:0,The service was excellent and the food was delicious.,SERVICE,GENERAL,positive,4,11
788,1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,29,34
789,1726427,1726427:2,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",,,,,
790,1726427,1726427:3,Definitely a great spot for a nice occasion or date.,RESTAURANT,MISCELLANEOUS,positive,19,23
791,1726473,1726473:0,"Average to good Thai food, but terrible delivery.",FOOD,QUALITY,positive,16,25
792,1726473,1726473:1,I've waited over one hour for food.,SERVICE,GENERAL,negative,0,0
793,1726473,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,SERVICE,GENERAL,negative,0,0
794,1726473,1726473:3,A Thai restaurant out of rice during dinner?,RESTAURANT,MISCELLANEOUS,negative,2,17
795,1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",FOOD,QUALITY,negative,4,8
796,1727363,1727363:0,i actually feel like i should keep it a secret.,,,,,
797,1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT,PRICES,positive,20,25
798,1727363,1727363:2,An excellent service,SERVICE,GENERAL,positive,13,20
799,1728733,1728733:0,Went to Cafe Spice with 4 of my friends on a saturday night.,,,,,
800,1728733,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE,GENERAL,positive,32,38
801,1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,SERVICE,GENERAL,positive,0,0
802,1728733,1728733:3,We were fast to order the appetizer platter since we were very hungry.,,,,,
803,1728733,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD,STYLE_OPTIONS,positive,4,8
804,1728733,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD,QUALITY,positive,40,61
805,1728733,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,RESTAURANT,GENERAL,positive,44,54
806,1730014,1730014:0,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",,,,,
807,1730014,1730014:1,"Service here was great, food was fantastic.",SERVICE,GENERAL,positive,0,7
808,1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD,QUALITY,positive,0,26
809,1730014,1730014:3,Will absolutely visit again.,RESTAURANT,GENERAL,positive,0,0
810,1730014,1730014:4,Maybe tomorrow ;-),,,,,
811,1730127,1730127:0,You cannot go wrong with this place.,RESTAURANT,GENERAL,positive,30,35
812,1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",FOOD,QUALITY,positive,4,8
813,1730127,1730127:2,"Always a nice crowd, but never loud.",RESTAURANT,MISCELLANEOUS,positive,14,19
814,1730127,1730127:3,Go here.,RESTAURANT,GENERAL,positive,0,0
815,1730127,1730127:4,Good for dates or with friends.,RESTAURANT,MISCELLANEOUS,positive,0,0
816,1730447,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,RESTAURANT,MISCELLANEOUS,positive,61,72
817,1730447,1730447:1,"However, it is jus too good to not praise it.",RESTAURANT,GENERAL,positive,0,0
818,1730447,1730447:2,"By far, the best pizza in Manhattan.",FOOD,QUALITY,positive,17,22
819,1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",FOOD,QUALITY,positive,4,9
820,1730447,1730447:4,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",,,,,
821,1730447,1730447:5,less wait time for me!,,,,,
822,1746113,1746113:0,We arrived on time for our reservation and seated promptly.,,,,,
823,1746113,1746113:1,The menu has so many fish items and oysters.,FOOD,STYLE_OPTIONS,positive,4,8
824,1746113,1746113:2,We all ordered different entrees so we could share.,,,,,
825,1746113,1746113:3,"The fish was really,really fresh.",FOOD,QUALITY,positive,4,8
826,1746113,1746113:4,I lived in Maine for ten years and grew up on fish.,,,,,
827,1746113,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,RESTAURANT,GENERAL,positive,19,23
828,1748813,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,RESTAURANT,GENERAL,positive,27,35
829,1748813,1748813:1,All of the pizzas are terrific and the price is even better!,FOOD,QUALITY,positive,11,17
830,1748813,1748813:2,I highly recommend the Sophia pizza.,FOOD,QUALITY,positive,23,35
831,1748813,1748813:3,It's to die for!,FOOD,QUALITY,positive,0,0
832,1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,FOOD,QUALITY,negative,4,8
833,1748839,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE,GENERAL,negative,31,37
834,1748839,1748839:2,There are other people waiting!,,,,,
835,1748839,1748839:3,We weren't even at our table for more than an hour total.,,,,,
836,1748839,1748839:4,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",,,,,
837,1748839,1748839:5,Our friends have not arrived yet.,,,,,
838,1748839,1748839:6,So rushing us out was absolutely unnecessary!,SERVICE,GENERAL,negative,0,0
839,1748839,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",FOOD,QUALITY,negative,30,34
840,378848,378848:0,I've been here twice now.,,,,,
841,378848,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD,QUALITY,positive,19,24
842,378848,378848:2,I'm sure I'll return for a final judgement tho.,RESTAURANT,GENERAL,neutral,0,0
843,378848,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",AMBIENCE,GENERAL,positive,4,20
844,397331,397331:0,Mizu is the Japenese find in Grammercy.,RESTAURANT,GENERAL,positive,0,4
845,397331,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",FOOD,QUALITY,positive,12,24
846,397331,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,FOOD,STYLE_OPTIONS,positive,36,41
847,397331,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",FOOD,QUALITY,positive,16,23
848,397331,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,RESTAURANT,GENERAL,positive,90,94
849,404464,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE,GENERAL,positive,48,54
850,404464,404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,FOOD,QUALITY,negative,14,45
851,404464,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD,QUALITY,negative,4,10
852,404464,404464:3,I expected quite a bit more from such an expensive menu.,FOOD,PRICES,negative,51,55
853,426805,426805:0,"The view is spectacular, and the food is great.",LOCATION,GENERAL,positive,4,8
854,426805,426805:1,Wonderful strawberry daiquiries as well!,DRINKS,QUALITY,positive,10,31
855,426805,426805:2,Definitely worth the trip to Battery Park City!,RESTAURANT,GENERAL,positive,0,0
856,426805,426805:3,One of my favorite places in Manhattan.,RESTAURANT,GENERAL,positive,0,0
857,426930,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD,QUALITY,positive,10,24
858,426930,426930:1,(Besides that there should be more restaurants like it around the city).,RESTAURANT,GENERAL,positive,0,0
859,426930,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD,QUALITY,positive,4,25
860,430342,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD,QUALITY,positive,17,21
861,430342,430342:1,"Kind, attentive wait staff.",SERVICE,GENERAL,positive,16,26
862,430342,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD,QUALITY,positive,23,31
863,430342,430342:3,My friend devoured her chicken and mashed potatos.,FOOD,QUALITY,positive,23,49
864,430342,430342:4,Delicious crab cakes too.,FOOD,QUALITY,positive,10,20
865,430342,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE,GENERAL,positive,39,45
866,430342,430342:6,Great neighborhood joint.,RESTAURANT,GENERAL,positive,19,24
867,433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD,STYLE_OPTIONS,positive,37,66
868,433878,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD,QUALITY,negative,6,14
869,433878,433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,FOOD,QUALITY,negative,0,0
870,433878,433878:3,The counter service is bad.,SERVICE,GENERAL,negative,4,19
871,433878,433878:4,They charge different prices all the time.,SERVICE,GENERAL,negative,0,0
872,433878,433878:5,"They're rude at times, and not very friendly.",SERVICE,GENERAL,negative,0,0
873,433878,433878:6,NO PIZZA 33 for me!,RESTAURANT,GENERAL,negative,3,11
874,436868,436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",FOOD,QUALITY,negative,0,0
875,436868,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD,STYLE_OPTIONS,negative,4,9
876,436868,436868:2,"The sandwiches are dry, tasteless and way overpriced.",FOOD,QUALITY,negative,4,14
877,436868,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT,GENERAL,negative,12,17
878,444818,444818:0,"Seriously, this place kicks ass.",RESTAURANT,GENERAL,positive,16,21
879,444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",AMBIENCE,GENERAL,positive,4,14
880,444818,444818:2,"Best Italian food I ever had (and being Italian, that means alot).",FOOD,QUALITY,positive,5,17
881,444818,444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",RESTAURANT,GENERAL,positive,0,0
882,445960,445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE,GENERAL,positive,32,37
883,445960,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,LOCATION,GENERAL,positive,4,14
884,445960,445960:2,"It is set far from the small street it's on, and there is no traffic noise.",LOCATION,GENERAL,positive,0,0
885,445960,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",FOOD,QUALITY,positive,4,8
886,445960,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",LOCATION,GENERAL,positive,16,21
887,447697,447697:0,Great sushi experience.,FOOD,QUALITY,positive,6,11
888,447697,447697:1,Nice value.,RESTAURANT,PRICES,positive,0,0
889,447697,447697:2,Unique apppetizers.,FOOD,QUALITY,positive,7,18
890,447697,447697:3,Try sushimi cucumber roll.,FOOD,QUALITY,positive,4,25
891,449802,449802:0,"Good spreads, great beverage selections and bagels really tasty.",FOOD,QUALITY,positive,5,12
892,449802,449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,SERVICE,GENERAL,negative,0,0
893,449802,449802:2,I complete the total bagel experience by having it lightly toasted.,,,,,
894,449802,449802:3,Murray won't do it.,SERVICE,GENERAL,negative,0,0
895,449802,449802:4,Won't or Can't is not in the service directory.,,,,,
896,449802,449802:5,But who says Murray's is anything about service.,SERVICE,GENERAL,negative,40,47
897,449802,449802:6,"So close, but not good enough.",RESTAURANT,GENERAL,neutral,0,0
898,454704,454704:0,Don't be fooled by crowds of people.,RESTAURANT,MISCELLANEOUS,negative,0,0
899,454704,454704:1,The service is awful.,SERVICE,GENERAL,negative,4,11
900,454704,454704:2,This place is not worth the prices.,RESTAURANT,GENERAL,negative,5,10
901,454704,454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",SERVICE,GENERAL,negative,0,0
902,455623,455623:0,Love Pizza 33..,RESTAURANT,GENERAL,positive,5,13
903,455623,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD,QUALITY,positive,95,100
904,455623,455623:2,I live in the neightborhood and am a regular.,,,,,
905,455623,455623:3,It hits the spot every time,RESTAURANT,GENERAL,positive,0,0
906,461928,461928:0,This tiny Williamsburg spot is always pleasantly surprising.,RESTAURANT,GENERAL,positive,10,27
907,461928,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,FOOD,QUALITY,positive,4,9
908,461928,461928:2,Even the pasta is delicious here (a rarity in New York pizza restaurants).,,,,,
909,461928,461928:3,I've been many time and have never been disappointed.,RESTAURANT,GENERAL,positive,0,0
910,464215,464215:0,"Compared to Ess-a, Tal offers a less doughy bagel!",,,,,
911,464215,464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,FOOD,STYLE_OPTIONS,positive,0,0
912,464215,464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD,QUALITY,positive,4,17
913,464215,464215:3,A little crowded but they move that line really fast!,SERVICE,GENERAL,positive,0,0
914,464215,464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT,PRICES,negative,0,0
915,464342,464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD,QUALITY,neutral,0,6
916,464342,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE,GENERAL,negative,50,57
917,464342,464342:2,Be sure not to get anything other than bagels!..,FOOD,QUALITY,negative,0,0
918,464342,464342:3,the turkey burgers are scary!,FOOD,QUALITY,negative,4,18
919,470488,470488:0,The worst excuse for Japanese food I've ever encountered.,RESTAURANT,MISCELLANEOUS,negative,0,0
920,470488,470488:1,The soup for the udon was soy sauce and water.,FOOD,QUALITY,negative,4,21
921,470488,470488:2,The sushi was awful!,FOOD,QUALITY,negative,4,9
922,470488,470488:3,The rice was poor quality and was cooked so badly it was hard.,FOOD,QUALITY,negative,4,8
923,470488,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD,QUALITY,negative,17,21
924,470488,470488:5,"The fish was adequate, but inexpertly sliced.",FOOD,STYLE_OPTIONS,negative,4,8
925,470488,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD,QUALITY,negative,82,98
926,475298,475298:0,"Good, fast service.",SERVICE,GENERAL,positive,11,18
927,475298,475298:1,I would highly recommend.,RESTAURANT,GENERAL,positive,0,0
928,475298,475298:2,Food is great and inexpensive.,FOOD,QUALITY,positive,0,4
929,475298,475298:3,The location is perfect.,LOCATION,GENERAL,positive,4,12
930,475298,475298:4,Give it a try and enjoy.,RESTAURANT,GENERAL,positive,0,0
931,475512,475512:0,I thought going to Jimmys would give me a real Domincan exprience.,,,,,
932,475512,475512:1,Jimmy is Dominican!,,,,,
933,475512,475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,GENERAL,negative,11,16
934,475512,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS,PRICES,negative,105,111
935,475512,475512:4,Would NEVER go back there.,RESTAURANT,GENERAL,negative,0,0
936,475512,475512:5,Too bad Latin Quarters closed.,,,,,
937,475512,475512:6,"That place was awesome,,,  sally !",,,,,
938,476473,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD,QUALITY,positive,7,12
939,476473,476473:1,Always busy but fast moving.,SERVICE,GENERAL,positive,0,0
940,476473,476473:2,Great atmoshere and worth every bit.,AMBIENCE,GENERAL,positive,6,15
941,476473,476473:3,Open late (well as late as I ever got there and I'm a night person),RESTAURANT,MISCELLANEOUS,positive,0,0
942,483111,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE,GENERAL,positive,15,20
943,483111,483111:1,The food is reliable and the price is moderate.,FOOD,QUALITY,positive,4,8
944,483111,483111:2,What more can you ask for?,RESTAURANT,GENERAL,positive,0,0
945,485026,485026:0,"For authentic Thai food, look no further than Toons.",FOOD,QUALITY,positive,14,23
946,485026,485026:1,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",,,,,
947,485026,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD,QUALITY,positive,8,16
948,485767,485767:0,Everything about this restaurant was special.,RESTAURANT,GENERAL,positive,22,32
949,485767,485767:1,"The service was attentive, yet discreet.",SERVICE,GENERAL,positive,4,11
950,485767,485767:2,The flavors robust and subtle.,FOOD,QUALITY,positive,0,0
951,485767,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD,QUALITY,positive,4,23
952,485767,485767:4,I'm saving up for my next visit.,RESTAURANT,GENERAL,positive,0,0
953,485966,485966:0,I went there in late afternoon for some bite size food and refleshment with my date.,,,,,
954,485966,485966:1,The place was quiet and delightful.,AMBIENCE,GENERAL,positive,4,9
955,485966,485966:2,Service was good and food is wonderful.,SERVICE,GENERAL,positive,0,7
956,485966,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD,QUALITY,positive,43,49
957,485966,485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT,GENERAL,positive,24,28
958,490565,490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT,GENERAL,positive,85,97
959,490565,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,GENERAL,positive,4,14
960,490565,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD,QUALITY,positive,4,8
961,490565,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,GENERAL,positive,34,55
962,490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS,QUALITY,positive,32,39
963,490565,490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,GENERAL,positive,4,20
964,490565,490565:6,You can't go wrong with this place.,RESTAURANT,GENERAL,positive,29,34
965,493013,493013:0,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT,GENERAL,positive,0,4
966,493013,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",LOCATION,GENERAL,positive,4,12
967,493013,493013:2,I LOVE their Thai,FOOD,QUALITY,positive,13,17
968,493013,493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,FOOD,QUALITY,positive,0,49
969,493013,493013:4,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",,,,,
970,493013,493013:5,I will go back to Suan soon!,RESTAURANT,GENERAL,positive,18,22
971,493013,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,GENERAL,positive,27,34
972,493514,493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE,GENERAL,positive,30,35
973,493514,493514:1,I cannot imagine better Indian food in all of the city.,FOOD,QUALITY,positive,24,35
974,493514,493514:2,I cannot imagine you not rushing out to eat there.,RESTAURANT,GENERAL,positive,0,0
975,494850,494850:0,This restaurant used to be our regular Thursday night dinner location.,,,,,
976,494850,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",FOOD,QUALITY,negative,44,48
977,494850,494850:2,I wish they would change back to what it was before.,RESTAURANT,GENERAL,negative,0,0
978,494850,494850:3,The food now is inconsistent.,FOOD,QUALITY,negative,4,8
979,496132,496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT,MISCELLANEOUS,positive,20,25
980,496132,496132:1,The setting is casual and romantic.,AMBIENCE,GENERAL,positive,4,11
981,496132,496132:2,Prices are very good.,RESTAURANT,PRICES,positive,0,0
982,496132,496132:3,The food is excellent! ,FOOD,QUALITY,positive,4,8
983,496132,496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD,QUALITY,positive,26,56
984,498657,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD,QUALITY,negative,15,31
985,498657,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD,QUALITY,negative,0,0
986,498657,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD,PRICES,negative,16,23
987,498657,498657:3,Steamed fresh so brought hot hot hot to your table.,FOOD,QUALITY,positive,0,0
988,498657,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE,GENERAL,negative,4,8
989,498657,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD,QUALITY,negative,21,32
990,498657,498657:6,These are overpriced and you can get better just around the corner:,FOOD,PRICES,negative,0,0
991,498657,498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,,,,,
992,498657,498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,,,,,
993,503807,503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,,,,,
994,503807,503807:1,I was pleasantly suprised.,RESTAURANT,GENERAL,positive,0,0
995,503807,503807:2,The food was exceptional.,FOOD,QUALITY,positive,4,8
996,503807,503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,,,,
997,503807,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD,QUALITY,positive,44,74
998,503807,503807:5,The service was friendly and the atmosphere was casual.,SERVICE,GENERAL,positive,4,11
999,503807,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD,QUALITY,positive,111,115
1000,505535,505535:0,this little place has a cute interior decor and affordable city prices.,AMBIENCE,GENERAL,positive,29,43
1001,505535,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD,QUALITY,positive,4,21
1002,505535,505535:2,i would just ask for no oil next time.,,,,,
1003,507755,507755:0,"Have eaten at Ginger House several times, and it's always good.",RESTAURANT,GENERAL,positive,14,26
1004,507755,507755:1,The fried dumplings are GREAT!,FOOD,QUALITY,positive,4,19
1005,507755,507755:2,Finally a reliable Chinese restaurant!,RESTAURANT,GENERAL,positive,19,37
1006,507844,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,GENERAL,negative,92,108
1007,507844,507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",,,,,
1008,507844,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",SERVICE,GENERAL,negative,0,0
1009,507844,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE,GENERAL,negative,0,0
1010,507844,507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE,GENERAL,negative,19,29
1011,507937,507937:0,Never fails to please.,RESTAURANT,GENERAL,positive,0,0
1012,507937,507937:1,"delicious bagels, especially when right out of the oven.",FOOD,QUALITY,positive,10,16
1013,507937,507937:2,Spreads and toppings are great - though a bit pricey.,FOOD,QUALITY,positive,0,7
1014,507937,507937:3,Service is fast and friendly.,SERVICE,GENERAL,positive,0,7
1015,507937,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE,GENERAL,negative,0,0
1016,507937,507937:5,But that is highly forgivable.,RESTAURANT,MISCELLANEOUS,positive,0,0
1017,509227,509227:0,"Been there, done that, and New York, it's not that big a deal.",,,,,
1018,509227,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD,QUALITY,negative,4,8
1019,509227,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",RESTAURANT,MISCELLANEOUS,negative,0,0
1020,509227,509227:3,"Rao is a good restaurant, but it's nothing special.",RESTAURANT,GENERAL,neutral,0,3
1021,511290,511290:0,I've eaten at many different Indian restaurants.,,,,,
1022,511290,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",FOOD,QUALITY,positive,63,77
1023,511290,511290:2,You must try the shrimp appetizers.,FOOD,QUALITY,positive,17,34
1024,511290,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,FOOD,QUALITY,positive,0,0
1025,511290,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE,GENERAL,positive,31,39
1026,512294,512294:0,"Great food, great prices, great service.",FOOD,QUALITY,positive,6,10
1027,512294,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",FOOD,QUALITY,positive,45,49
1028,512925,512925:0,it's a perfect place to have a amanzing indian food.,FOOD,QUALITY,positive,40,51
1029,512925,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,FOOD,STYLE_OPTIONS,positive,59,64
1030,512925,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",AMBIENCE,GENERAL,positive,66,71
1031,513395,513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",,,,,
1032,513395,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD,QUALITY,negative,6,12
1033,513395,513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",,,,,
1034,513395,513395:3,Also a little more expensive than your average bagel place.,,,,,
1035,513521,513521:0,Great bagels made the old-fashioned way.,FOOD,QUALITY,positive,6,12
1036,513521,513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,,,,
1037,513521,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE,GENERAL,negative,11,18
1038,519425,519425:0,The food was absolutely amazing!!,FOOD,QUALITY,positive,4,8
1039,519425,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,FOOD,QUALITY,positive,4,23
1040,519425,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",FOOD,QUALITY,positive,4,8
1041,519425,519425:3,The waiter was attentive.,SERVICE,GENERAL,positive,4,10
1042,519425,519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE,GENERAL,positive,4,9
1043,521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",FOOD,QUALITY,neutral,34,44
1044,521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",FOOD,QUALITY,negative,38,44
1045,521916,521916:2,Dessert is a joke...dont bother,FOOD,QUALITY,negative,0,7
1046,527109,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE,GENERAL,positive,112,119
1047,527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",AMBIENCE,GENERAL,positive,4,14
1048,527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD,QUALITY,positive,4,14
1049,527109,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,DRINKS,STYLE_OPTIONS,positive,4,13
1050,527109,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",RESTAURANT,PRICES,neutral,0,0
1051,528251,528251:0,Fantastic place.,RESTAURANT,GENERAL,positive,10,15
1052,528251,528251:1,Cute and decorative.,AMBIENCE,GENERAL,positive,0,0
1053,528251,528251:2,A pleasant surprise.,RESTAURANT,GENERAL,positive,0,0
1054,528251,528251:3,Go there to relax and feel like your somewhere else.,AMBIENCE,GENERAL,positive,0,0
1055,530517,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,RESTAURANT,GENERAL,positive,0,12
1056,530517,530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.",,,,,
